,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
18,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07,28.0,82,242.4,38.6,84.3,0.458,7.7,22.2,0.346,30.9,62.0,0.498,20.1,26.9,0.748,11.0,34.1,45.1,23.1,7.5,6.1,14.4,20.7,105.0,Denver Nuggets_2015,2015
19,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00,30.0,82,241.5,41.1,84.5,0.487,8.5,23.1,0.367,32.6,61.4,0.531,15.8,20.8,0.759,11.6,31.9,43.6,23.6,8.4,5.5,15.2,21.4,106.5,Minnesota Timberwolves_2015,2015
20,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01,15.0,82,240.6,37.0,86.4,0.428,7.2,21.4,0.337,29.7,65.0,0.458,18.7,24.5,0.763,11.7,32.8,44.5,21.0,8.3,3.6,16.2,18.8,99.9,Golden State Warriors_2015,2015
21,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80,16.0,82,240.6,36.4,82.3,0.442,8.3,23.9,0.349,28.1,58.4,0.481,19.0,25.7,0.741,10.6,32.3,42.9,23.2,6.7,3.0,14.3,21.5,100.1,Los Angeles Clippers_2015,2015
22,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38,26.0,82,242.4,38.4,85.0,0.452,7.7,21.9,0.352,30.7,63.1,0.486,18.8,24.8,0.759,11.6,33.7,45.3,21.1,7.9,4.1,15.6,20.3,103.3,Phoenix Suns_2015,2015
23,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07,27.0,82,242.1,39.5,86.5,0.456,8.8,25.1,0.349,30.7,61.5,0.5,17.3,23.1,0.748,11.0,30.2,41.2,23.3,8.7,6.2,12.9,23.9,105.0,Sacramento Kings_2015,2015
24,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17,29.0,82,243.0,38.8,83.1,0.466,8.5,23.4,0.363,30.3,59.7,0.507,19.2,25.8,0.745,10.0,34.1,44.2,24.0,7.5,4.8,13.0,19.4,105.3,Los Angeles Lakers_2015,2015
25,Houston Rockets,56,26,.683,—,103.9,100.5,3.82,17.0,82,241.5,37.7,85.2,0.443,7.4,22.9,0.322,30.3,62.2,0.487,17.7,23.6,0.751,11.9,32.0,43.8,21.4,8.9,5.3,16.4,21.1,100.5,Houston Rockets_2015,2015
26,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62,2.0,82,242.7,36.0,81.5,0.442,8.1,23.0,0.351,27.9,58.5,0.478,14.9,20.1,0.742,10.5,31.9,42.4,20.1,7.4,5.2,15.3,20.3,95.1,Memphis Grizzlies_2015,2015
27,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34,3.0,82,243.4,37.1,83.7,0.444,6.8,18.9,0.36,30.3,64.8,0.468,15.9,21.4,0.745,9.9,32.2,42.1,20.7,7.9,4.4,14.2,19.7,97.0,San Antonio Spurs_2015,2015
28,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36,25.0,82,242.4,38.0,84.5,0.45,9.0,24.8,0.364,29.0,59.7,0.485,17.3,22.9,0.753,12.3,33.9,46.1,22.3,7.3,3.8,16.3,22.1,102.3,Dallas Mavericks_2015,2015
29,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13,11.0,82,241.2,37.9,83.1,0.456,6.5,19.6,0.335,31.4,63.5,0.494,16.2,21.4,0.759,10.6,30.9,41.5,20.7,6.8,5.8,12.2,18.7,98.6,New Orleans Pelicans_2015,2015
