,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
10,Miami Heat,44,38,.537,—,94.6,95.5,-1.21,8.0,82,242.1,35.3,79.5,0.444,6.5,18.2,0.355,28.8,61.2,0.471,18.5,24.9,0.742,11.2,30.1,41.3,20.2,6.9,3.8,14.5,21.8,95.5,Miami Heat_2007,2007
11,Washington Wizards,41,41,.500,3.0,104.3,104.9,-0.80,28.0,82,241.8,38.6,81.7,0.473,7.3,19.3,0.377,31.3,62.4,0.502,20.3,26.2,0.777,11.9,31.1,43.0,23.7,6.3,4.6,15.7,23.5,104.9,Washington Wizards_2007,2007
12,Orlando Magic,40,42,.488,4.0,94.8,94.0,0.35,7.0,82,241.2,33.4,75.5,0.442,5.6,15.9,0.353,27.8,59.6,0.466,21.6,28.4,0.76,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0,Orlando Magic_2007,2007
13,Charlotte Bobcats,33,49,.402,11.0,96.9,100.6,-3.97,21.0,82,244.0,36.6,78.7,0.465,5.5,15.2,0.363,31.1,63.5,0.489,22.0,29.3,0.75,11.3,31.2,42.6,20.9,7.4,5.3,15.8,21.8,100.6,Charlotte Bobcats_2007,2007
14,Atlanta Hawks,30,52,.366,14.0,93.7,98.4,-4.86,15.0,82,242.4,36.0,77.3,0.466,5.7,15.1,0.376,30.3,62.2,0.488,20.7,28.2,0.734,11.6,28.9,40.5,21.1,7.3,5.1,15.2,22.6,98.4,Atlanta Hawks_2007,2007
15,Utah Jazz,51,31,.622,—,101.5,98.6,3.06,17.0,82,241.5,34.4,75.5,0.455,6.2,17.4,0.355,28.2,58.1,0.485,23.7,30.9,0.767,9.9,27.1,37.0,18.9,7.6,5.3,15.0,24.5,98.6,Utah Jazz_2007,2007
16,Denver Nuggets,45,37,.549,6.0,105.4,103.7,1.69,26.0,82,241.2,39.7,86.4,0.46,6.8,19.1,0.353,33.0,67.3,0.49,17.5,23.7,0.739,12.3,30.0,42.3,24.5,8.3,5.2,16.4,23.7,103.7,Denver Nuggets_2007,2007
17,Portland Trail Blazers,32,50,.390,19.0,94.1,98.4,-3.78,14.0,82,243.4,36.1,76.7,0.471,5.7,15.8,0.361,30.4,61.0,0.499,20.5,26.3,0.778,10.4,28.6,39.0,20.8,6.6,4.6,13.7,21.3,98.4,Portland Trail Blazers_2007,2007
18,Minnesota Timberwolves,32,50,.390,19.0,96.1,99.7,-3.16,19.0,82,244.0,37.5,81.6,0.46,6.3,18.1,0.348,31.2,63.4,0.492,18.4,24.2,0.76,11.7,29.7,41.4,21.7,7.1,4.4,14.2,20.5,99.7,Minnesota Timberwolves_2007,2007
19,Seattle SuperSonics,31,51,.378,20.0,99.1,102.0,-2.45,22.0,82,241.8,38.1,80.1,0.476,6.3,17.5,0.361,31.8,62.6,0.508,19.5,25.9,0.751,11.6,29.4,41.0,22.8,7.2,4.2,15.0,19.9,102.0,Seattle SuperSonics_2007,2007
20,Phoenix Suns,61,21,.744,—,110.2,102.9,7.28,23.0,82,242.7,39.5,86.4,0.457,6.1,16.9,0.363,33.3,69.5,0.48,17.8,23.2,0.767,12.3,30.5,42.8,18.9,6.9,3.7,15.1,21.5,102.9,Phoenix Suns_2007,2007
21,Los Angeles Lakers,42,40,.512,19.0,103.3,103.4,0.24,25.0,82,244.3,37.8,81.9,0.461,6.4,17.8,0.358,31.4,64.1,0.49,21.5,28.3,0.76,11.6,30.6,42.2,21.9,7.9,5.0,14.7,23.4,103.4,Los Angeles Lakers_2007,2007
22,Golden State Warriors,42,40,.512,19.0,106.5,106.9,0.00,30.0,82,240.9,38.7,83.8,0.462,7.4,20.3,0.366,31.2,63.5,0.492,22.1,29.5,0.75,13.1,33.3,46.4,24.7,8.3,4.9,18.6,22.3,106.9,Golden State Warriors_2007,2007
23,Los Angeles Clippers,40,42,.488,21.0,95.6,96.1,-0.07,9.0,82,240.6,35.5,78.5,0.452,5.5,16.4,0.339,30.0,62.1,0.482,19.5,26.1,0.748,10.3,29.0,39.3,21.0,7.1,3.9,13.8,22.3,96.1,Los Angeles Clippers_2007,2007
24,Sacramento Kings,33,49,.402,28.0,101.3,103.1,-1.35,24.0,82,241.5,38.4,81.4,0.472,6.8,18.6,0.365,31.6,62.8,0.503,19.5,25.8,0.757,11.1,32.3,43.4,22.4,7.0,4.9,16.3,24.3,103.1,Sacramento Kings_2007,2007
25,Dallas Mavericks,67,15,.817,—,100.0,92.8,7.28,4.0,82,240.9,34.0,76.1,0.447,4.6,13.1,0.349,29.5,63.0,0.467,20.2,27.0,0.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8,Dallas Mavericks_2007,2007
26,San Antonio Spurs,58,24,.707,9.0,98.5,90.1,8.35,1.0,82,241.2,34.9,78.8,0.443,4.5,13.4,0.334,30.4,65.4,0.465,15.9,21.4,0.74,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1,San Antonio Spurs_2007,2007
27,Houston Rockets,52,30,.634,15.0,97.0,92.1,5.04,3.0,82,242.1,34.1,79.3,0.429,5.8,16.4,0.351,28.3,62.9,0.45,18.3,24.4,0.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1,Houston Rockets_2007,2007
28,New Orleans/Oklahoma City Hornets,39,43,.476,28.0,95.5,97.1,-1.19,10.0,82,242.4,36.6,80.2,0.457,6.8,19.2,0.355,29.8,61.0,0.489,17.0,22.4,0.759,10.4,30.4,40.8,20.8,6.8,4.8,13.6,21.1,97.1,New Orleans/Oklahoma City Hornets_2007,2007
29,Memphis Grizzlies,22,60,.268,45.0,101.6,106.7,-4.44,29.0,82,243.7,40.1,82.5,0.486,7.0,18.0,0.389,33.1,64.4,0.513,19.5,25.8,0.759,11.8,30.3,42.0,25.1,8.3,5.5,15.3,24.3,106.7,Memphis Grizzlies_2007,2007
