,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
18,Portland Trail Blazers,27,55,.329,25.0,92.9,96.9,-3.45,15.0,82,240.6,37.3,83.4,0.447,5.4,15.6,0.343,31.9,67.8,0.471,17.0,22.6,0.755,14.0,28.2,42.2,23.5,8.5,5.0,13.4,20.4,96.9,Portland Trail Blazers_2005,2005
19,Utah Jazz,26,56,.317,26.0,93.0,97.3,-3.74,16.0,82,241.2,33.3,72.7,0.458,5.9,15.8,0.375,27.4,56.9,0.481,24.7,32.4,0.764,10.5,27.2,37.7,19.4,7.9,5.8,14.4,25.1,97.3,Utah Jazz_2005,2005
20,Phoenix Suns,62,20,.756,—,110.4,103.3,7.08,30.0,82,241.2,40.6,91.3,0.445,6.0,18.0,0.335,34.6,73.3,0.472,16.1,21.6,0.744,15.0,31.1,46.1,21.2,7.6,4.2,13.8,21.3,103.3,Phoenix Suns_2005,2005
21,Sacramento Kings,50,32,.610,12.0,103.7,101.6,2.56,26.0,82,242.1,38.9,84.6,0.459,5.7,16.1,0.357,33.1,68.6,0.483,18.1,24.5,0.738,13.4,30.9,44.3,21.5,7.6,4.5,14.7,21.5,101.6,Sacramento Kings_2005,2005
22,Los Angeles Clippers,37,45,.451,25.0,95.7,96.5,-0.47,12.0,82,244.3,35.8,80.7,0.444,5.9,16.1,0.368,29.9,64.6,0.462,19.0,24.9,0.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5,Los Angeles Clippers_2005,2005
23,Los Angeles Lakers,34,48,.415,28.0,98.7,101.7,-2.32,27.0,82,241.2,38.3,84.5,0.453,6.7,18.6,0.361,31.6,65.9,0.479,18.4,23.5,0.78,12.5,29.9,42.4,24.4,7.6,5.1,11.8,22.1,101.7,Los Angeles Lakers_2005,2005
24,Golden State Warriors,34,48,.415,28.0,98.7,100.9,-1.74,24.0,82,242.7,38.2,83.4,0.458,5.5,15.1,0.363,32.7,68.3,0.479,19.0,25.5,0.745,12.9,33.8,46.7,22.7,7.0,5.1,15.3,21.7,100.9,Golden State Warriors_2005,2005
25,San Antonio Spurs,59,23,.720,—,96.2,88.4,7.84,1.0,82,241.5,33.1,77.5,0.426,3.9,10.7,0.367,29.1,66.8,0.436,18.3,23.8,0.768,10.9,29.3,40.2,16.9,7.2,5.1,15.1,23.1,88.4,San Antonio Spurs_2005,2005
26,Dallas Mavericks,58,24,.707,1.0,102.5,96.8,5.86,14.0,82,240.6,35.9,81.9,0.438,5.5,16.7,0.33,30.4,65.2,0.466,19.5,25.9,0.754,13.1,30.1,43.2,20.9,7.1,4.9,15.6,23.2,96.8,Dallas Mavericks_2005,2005
27,Houston Rockets,51,31,.622,8.0,95.1,91.0,4.27,3.0,82,242.1,33.2,78.3,0.423,5.5,16.4,0.338,27.6,62.0,0.446,19.2,25.8,0.742,10.9,29.8,40.7,20.7,7.4,4.1,13.3,21.6,91.0,Houston Rockets_2005,2005
28,Memphis Grizzlies,45,37,.549,14.0,93.4,91.1,2.64,4.0,82,240.3,32.7,75.8,0.432,5.2,14.8,0.351,27.5,61.0,0.452,20.5,26.6,0.771,12.1,29.1,41.2,19.9,7.5,5.8,15.9,22.6,91.1,Memphis Grizzlies_2005,2005
29,New Orleans Hornets,18,64,.220,41.0,88.4,95.5,-6.30,10.0,82,243.0,34.7,76.8,0.452,6.0,16.4,0.367,28.7,60.4,0.475,20.0,25.9,0.775,11.5,30.3,41.9,21.2,7.7,5.5,14.2,21.1,95.5,New Orleans Hornets_2005,2005
