,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
10,Indiana Pacers,22,60,.268,37.0,108.3,114.5,-5.46,20.0,82,241.2,44.2,89.4,0.495,0.8,2.4,0.32,43.5,87.0,0.5,25.2,33.0,0.764,13.4,31.5,44.9,27.3,9.5,6.4,17.4,25.3,114.5,Indiana Pacers_1985,1985
11,Denver Nuggets,52,30,.634,—,120.0,117.6,2.05,22.0,82,241.8,46.0,90.0,0.512,0.8,3.1,0.252,45.3,86.9,0.521,24.7,32.3,0.765,14.4,32.0,46.5,26.3,8.2,7.2,21.3,26.6,117.6,Denver Nuggets_1985,1985
12,Houston Rockets,48,34,.585,4.0,111.2,109.5,1.38,10.0,82,241.8,42.7,88.7,0.481,1.1,3.1,0.349,41.6,85.6,0.486,23.0,29.6,0.778,14.1,27.1,41.2,25.8,9.4,5.1,18.2,23.2,109.5,Houston Rockets_1985,1985
13,Dallas Mavericks,44,38,.537,8.0,111.2,109.0,1.80,7.0,82,242.1,44.2,87.8,0.504,1.2,3.9,0.308,43.0,83.9,0.513,19.4,25.4,0.763,13.0,30.1,43.1,25.8,7.0,5.2,16.3,25.2,109.0,Dallas Mavericks_1985,1985
14,Utah Jazz,41,41,.500,11.0,109.0,109.1,-0.33,8.0,82,240.9,43.1,92.7,0.464,0.9,3.4,0.257,42.2,89.3,0.472,22.1,29.0,0.762,16.6,32.3,48.8,25.2,9.8,5.4,19.6,25.3,109.1,Utah Jazz_1985,1985
15,San Antonio Spurs,41,41,.500,11.0,114.8,113.9,0.63,19.0,82,241.2,44.4,89.6,0.496,0.9,3.0,0.298,43.6,86.7,0.503,24.1,31.1,0.776,13.9,27.6,41.5,27.8,9.1,5.8,18.2,26.3,113.9,San Antonio Spurs_1985,1985
16,Kansas City Kings,31,51,.378,21.0,114.8,117.5,-2.71,21.0,82,240.9,46.4,91.0,0.51,0.8,3.2,0.251,45.6,87.8,0.519,23.9,31.0,0.769,14.2,27.6,41.9,28.6,9.3,6.2,17.4,26.9,117.5,Kansas City Kings_1985,1985
17,Los Angeles Lakers,62,20,.756,—,118.2,110.9,6.48,14.0,82,240.9,44.7,93.2,0.48,1.0,3.6,0.283,43.7,89.5,0.488,20.5,27.4,0.748,15.2,25.3,40.6,28.2,9.2,4.5,16.6,23.2,110.9,Los Angeles Lakers_1985,1985
18,Portland Trail Blazers,42,40,.512,20.0,115.5,112.1,2.80,17.0,82,242.4,45.1,91.4,0.493,0.7,2.8,0.254,44.4,88.6,0.501,21.2,27.7,0.766,15.5,28.5,44.0,27.3,8.9,5.6,19.6,26.3,112.1,Portland Trail Blazers_1985,1985
19,Phoenix Suns,36,46,.439,26.0,108.0,110.1,-2.34,13.0,82,241.5,44.0,89.1,0.493,0.8,2.7,0.29,43.2,86.4,0.5,21.4,28.0,0.765,13.7,29.5,43.2,26.6,9.4,5.0,17.9,24.6,110.1,Phoenix Suns_1985,1985
20,Seattle SuperSonics,31,51,.378,31.0,102.1,107.6,-5.44,3.0,82,240.3,42.9,87.1,0.493,1.0,3.1,0.312,42.0,84.0,0.499,20.8,27.0,0.77,13.6,29.0,42.6,27.1,8.9,5.6,16.9,24.6,107.6,Seattle SuperSonics_1985,1985
21,Los Angeles Clippers,31,51,.378,31.0,107.1,111.6,-4.55,16.0,82,240.6,45.6,93.0,0.49,0.9,3.2,0.281,44.7,89.8,0.497,19.6,25.8,0.758,15.2,27.8,43.0,27.6,9.4,5.1,15.1,23.0,111.6,Los Angeles Clippers_1985,1985
22,Golden State Warriors,22,60,.268,40.0,110.4,117.7,-7.21,23.0,82,242.1,46.8,87.4,0.536,0.7,2.7,0.259,46.1,84.7,0.545,23.4,30.9,0.758,13.4,30.7,44.2,28.5,7.9,5.7,19.3,26.6,117.7,Golden State Warriors_1985,1985
