,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
10,Indiana Pacers,42,40,.512,8.0,96.8,96.5,-0.07,18.0,82,242.7,36.3,82.9,0.438,5.1,14.6,0.348,31.2,68.3,0.457,18.8,25.1,0.749,12.8,30.7,43.4,21.6,7.5,5.7,14.3,22.6,96.5,Indiana Pacers_2002,2002
11,Milwaukee Bucks,41,41,.500,9.0,97.5,97.7,-0.62,22.0,82,242.7,36.8,83.5,0.441,6.0,16.8,0.358,30.8,66.7,0.461,18.2,24.0,0.757,12.8,29.7,42.5,23.0,7.3,4.4,12.9,20.0,97.7,Milwaukee Bucks_2002,2002
12,Atlanta Hawks,33,49,.402,17.0,94.0,98.3,-4.41,25.0,82,241.2,37.4,81.4,0.459,5.8,16.2,0.355,31.6,65.2,0.485,17.8,23.9,0.744,12.2,30.8,43.0,22.6,8.6,6.2,15.1,20.1,98.3,Atlanta Hawks_2002,2002
13,Cleveland Cavaliers,29,53,.354,21.0,95.3,98.6,-3.52,26.0,82,242.1,37.2,81.4,0.457,5.8,14.6,0.394,31.5,66.8,0.471,18.4,24.6,0.748,11.3,29.0,40.4,24.3,7.3,5.6,13.0,20.0,98.6,Cleveland Cavaliers_2002,2002
14,Chicago Bulls,21,61,.256,29.0,89.5,98.0,-8.52,24.0,82,241.5,36.9,79.4,0.465,5.1,14.4,0.358,31.8,65.1,0.488,19.0,25.5,0.746,11.5,31.1,42.6,25.2,8.3,4.9,14.4,21.0,98.0,Chicago Bulls_2002,2002
15,San Antonio Spurs,58,24,.707,—,96.7,90.5,6.28,3.0,82,242.1,35.2,82.6,0.426,4.6,13.5,0.338,30.6,69.1,0.443,15.6,20.1,0.777,12.2,29.6,41.9,18.8,7.7,5.2,14.5,23.1,90.5,San Antonio Spurs_2002,2002
16,Dallas Mavericks,57,25,.695,1.0,105.2,101.0,4.41,28.0,82,242.4,37.7,83.5,0.452,5.5,15.8,0.35,32.2,67.8,0.475,20.0,26.6,0.751,13.0,31.7,44.7,22.7,7.2,4.6,14.1,21.8,101.0,Dallas Mavericks_2002,2002
17,Minnesota Timberwolves,50,32,.610,8.0,99.3,96.0,3.58,16.0,82,241.5,36.1,81.1,0.445,6.0,16.1,0.372,30.1,65.0,0.463,17.7,23.9,0.742,11.1,28.4,39.5,22.6,6.6,5.0,13.4,20.4,96.0,Minnesota Timberwolves_2002,2002
18,Utah Jazz,44,38,.537,14.0,96.0,95.1,1.21,13.0,82,241.8,33.9,75.8,0.447,5.7,14.8,0.383,28.2,61.0,0.462,21.7,28.1,0.771,11.3,26.9,38.2,19.3,9.1,6.7,16.7,25.2,95.1,Utah Jazz_2002,2002
19,Houston Rockets,28,54,.341,30.0,92.3,97.2,-4.31,20.0,82,243.7,38.9,83.8,0.464,4.5,12.5,0.36,34.4,71.3,0.482,14.9,19.8,0.752,12.7,30.6,43.3,22.4,7.0,5.1,12.0,20.1,97.2,Houston Rockets_2002,2002
20,Denver Nuggets,27,55,.329,31.0,92.2,98.0,-5.19,23.0,82,241.5,36.6,79.8,0.459,5.2,14.3,0.361,31.5,65.5,0.481,19.5,26.1,0.747,12.1,30.8,43.0,24.0,8.2,6.8,14.3,20.1,98.0,Denver Nuggets_2002,2002
21,Memphis Grizzlies,23,59,.280,35.0,89.9,97.3,-6.74,21.0,82,241.2,38.0,83.3,0.457,4.9,13.6,0.358,33.2,69.7,0.476,16.4,21.8,0.753,13.8,31.2,45.1,23.9,9.5,5.6,14.7,21.8,97.3,Memphis Grizzlies_2002,2002
22,Sacramento Kings,61,21,.744,—,104.6,97.0,7.61,19.0,82,240.9,38.1,86.7,0.44,4.7,14.0,0.337,33.4,72.7,0.46,16.0,21.5,0.744,13.0,31.9,44.9,22.4,7.7,4.7,15.2,22.3,97.0,Sacramento Kings_2002,2002
23,Los Angeles Lakers,58,24,.707,3.0,101.3,94.1,7.15,10.0,82,241.2,35.0,82.6,0.424,4.9,15.4,0.317,30.2,67.3,0.448,19.2,25.3,0.761,12.4,30.8,43.2,20.0,7.2,4.3,14.0,23.0,94.1,Los Angeles Lakers_2002,2002
24,Portland Trail Blazers,49,33,.598,12.0,96.6,93.7,3.21,8.0,82,241.8,36.0,79.4,0.453,5.7,15.7,0.363,30.3,63.7,0.476,16.0,21.6,0.741,10.9,28.4,39.2,23.7,7.5,5.0,14.7,20.1,93.7,Portland Trail Blazers_2002,2002
25,Seattle SuperSonics,45,37,.549,16.0,97.7,94.7,3.24,12.0,82,241.8,36.2,80.5,0.449,5.8,16.8,0.344,30.4,63.8,0.477,16.6,22.5,0.739,13.3,28.4,41.7,22.3,6.9,4.9,15.3,19.8,94.7,Seattle SuperSonics_2002,2002
26,Los Angeles Clippers,39,43,.476,22.0,95.7,96.1,-0.09,17.0,82,241.5,37.5,83.7,0.448,5.0,14.0,0.355,32.5,69.8,0.466,16.2,21.7,0.745,13.0,29.0,42.0,22.7,7.5,5.4,12.9,21.6,96.1,Los Angeles Clippers_2002,2002
27,Phoenix Suns,36,46,.439,25.0,95.1,95.8,-0.30,15.0,82,241.8,36.1,81.3,0.444,5.3,14.7,0.358,30.8,66.5,0.463,18.4,24.5,0.751,12.6,30.4,43.0,22.2,8.4,5.8,15.4,18.5,95.8,Phoenix Suns_2002,2002
28,Golden State Warriors,21,61,.256,40.0,97.7,103.1,-4.80,29.0,82,241.2,39.2,85.3,0.459,4.9,14.2,0.348,34.3,71.1,0.482,19.8,25.9,0.763,13.4,29.9,43.3,24.4,8.6,6.2,14.3,23.8,103.1,Golden State Warriors_2002,2002
