,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
10,Miami Heat,66,16,.805,—,102.9,95.0,7.03,5.0,82,242.4,35.6,80.9,0.44,7.6,21.7,0.35,28.0,59.1,0.473,16.2,21.2,0.766,11.2,28.9,40.1,20.2,7.9,3.2,15.6,20.4,95.0,Miami Heat_2013,2013
11,Atlanta Hawks,44,38,.537,22.0,98.0,97.5,-0.08,13.0,82,242.1,37.5,83.2,0.45,7.6,19.9,0.379,29.9,63.3,0.473,15.0,19.7,0.763,11.3,32.4,43.7,22.3,8.4,4.3,15.2,18.8,97.5,Atlanta Hawks_2013,2013
12,Washington Wizards,29,53,.354,37.0,93.2,95.8,-2.78,8.0,82,242.1,35.9,81.7,0.44,7.1,20.5,0.349,28.8,61.2,0.47,16.8,22.8,0.738,11.0,33.2,44.2,21.5,7.8,4.4,14.5,19.1,95.8,Washington Wizards_2013,2013
13,Charlotte Bobcats,21,61,.256,45.0,93.4,102.7,-9.29,29.0,82,241.5,38.8,82.5,0.471,8.7,22.5,0.388,30.1,59.9,0.502,16.2,21.8,0.747,11.8,32.3,44.1,25.3,6.9,6.9,14.0,21.3,102.7,Charlotte Bobcats_2013,2013
14,Orlando Magic,20,62,.244,46.0,94.1,101.1,-7.12,23.0,82,241.2,38.6,83.4,0.463,7.5,21.0,0.359,31.1,62.5,0.498,16.3,22.1,0.738,10.8,31.9,42.8,23.7,7.2,5.2,12.4,16.5,101.1,Orlando Magic_2013,2013
15,Oklahoma City Thunder,60,22,.732,—,105.7,96.5,9.15,10.0,82,241.8,36.2,85.0,0.425,7.4,21.5,0.346,28.7,63.5,0.452,16.7,21.6,0.774,12.0,28.7,40.7,20.5,8.2,3.9,14.8,20.7,96.5,Oklahoma City Thunder_2013,2013
16,Denver Nuggets,57,25,.695,3.0,106.1,101.1,5.37,24.0,82,242.7,38.1,85.7,0.444,8.4,23.1,0.363,29.7,62.6,0.474,16.6,22.7,0.731,12.4,29.2,41.6,23.6,8.0,6.8,15.9,21.6,101.1,Denver Nuggets_2013,2013
17,Utah Jazz,43,39,.524,17.0,98.0,98.1,0.30,15.0,82,242.4,36.6,79.9,0.458,6.8,18.5,0.37,29.8,61.4,0.485,18.0,23.8,0.757,11.0,29.8,40.8,20.6,7.8,5.9,14.7,20.4,98.1,Utah Jazz_2013,2013
18,Portland Trail Blazers,33,49,.402,27.0,97.5,100.7,-2.53,21.0,82,242.1,39.3,83.0,0.474,6.4,18.7,0.34,33.0,64.3,0.512,15.7,20.6,0.761,11.0,31.4,42.4,23.7,8.4,4.4,13.1,18.7,100.7,Portland Trail Blazers_2013,2013
19,Minnesota Timberwolves,31,51,.378,29.0,95.7,98.1,-1.83,16.0,82,240.6,38.0,81.2,0.468,7.0,19.0,0.369,30.9,62.2,0.498,15.2,20.1,0.752,10.6,31.5,42.1,22.3,8.1,5.9,15.9,22.5,98.1,Minnesota Timberwolves_2013,2013
20,Los Angeles Clippers,56,26,.683,—,101.1,94.6,6.43,4.0,82,240.6,34.6,78.0,0.443,7.6,20.5,0.373,26.9,57.5,0.468,17.9,23.9,0.749,10.9,28.2,39.1,22.1,7.4,4.1,16.1,20.9,94.6,Los Angeles Clippers_2013,2013
21,Golden State Warriors,47,35,.573,9.0,101.2,100.3,1.32,19.0,82,241.5,37.2,84.8,0.439,8.0,23.1,0.347,29.2,61.7,0.473,17.9,23.9,0.748,11.1,31.7,42.7,23.5,8.2,4.9,13.5,19.2,100.3,Golden State Warriors_2013,2013
22,Los Angeles Lakers,45,37,.549,11.0,102.2,101.0,1.48,22.0,82,240.9,39.7,87.6,0.453,7.5,21.0,0.357,32.2,66.6,0.483,14.2,19.4,0.732,11.5,31.1,42.7,23.4,8.5,4.8,12.9,23.1,101.0,Los Angeles Lakers_2013,2013
23,Sacramento Kings,28,54,.341,28.0,100.2,105.1,-4.26,30.0,82,241.8,39.3,83.3,0.472,7.6,21.5,0.355,31.7,61.8,0.512,18.9,24.1,0.783,11.9,31.7,43.6,25.1,7.6,6.3,14.7,20.0,105.1,Sacramento Kings_2013,2013
24,Phoenix Suns,25,57,.305,31.0,95.2,101.6,-5.75,26.0,82,241.5,38.8,82.6,0.47,6.9,17.9,0.388,31.9,64.7,0.492,17.1,22.6,0.757,11.7,31.7,43.4,22.8,8.3,5.1,15.3,18.4,101.6,Phoenix Suns_2013,2013
25,San Antonio Spurs,58,24,.707,—,103.0,96.6,6.67,11.0,82,242.4,37.5,84.9,0.442,6.3,17.9,0.353,31.2,66.9,0.466,15.2,20.0,0.76,11.1,31.4,42.5,21.4,8.2,4.9,14.9,19.1,96.6,San Antonio Spurs_2013,2013
26,Memphis Grizzlies,56,26,.683,2.0,93.4,89.3,4.32,1.0,82,241.5,33.5,77.0,0.435,6.1,18.2,0.338,27.4,58.8,0.465,16.1,21.5,0.748,10.3,28.8,39.1,19.5,7.3,5.5,15.5,20.0,89.3,Memphis Grizzlies_2013,2013
27,Houston Rockets,45,37,.549,13.0,106.0,102.5,3.69,28.0,82,241.2,38.8,85.5,0.454,8.1,21.9,0.368,30.8,63.5,0.484,16.8,21.6,0.776,10.7,31.0,41.6,22.7,8.5,6.1,14.8,20.4,102.5,Houston Rockets_2013,2013
28,Dallas Mavericks,41,41,.500,17.0,101.1,101.7,-0.24,27.0,82,243.7,37.4,84.0,0.445,7.8,21.8,0.359,29.6,62.2,0.475,19.1,25.4,0.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7,Dallas Mavericks_2013,2013
29,New Orleans Hornets,27,55,.329,31.0,94.1,97.9,-3.12,14.0,82,241.2,37.0,78.5,0.471,7.7,20.6,0.374,29.2,57.9,0.505,16.3,21.5,0.759,10.2,29.2,39.3,23.4,7.9,6.0,13.2,18.7,97.9,New Orleans Hornets_2013,2013
